timestamp,username,source_ip,asset,action,status,event_message
2026-01-01 08:02:29,alice,192.168.1.200,server-01,login,failure,Failed login attempt
2026-01-01 08:01:34,alice,192.168.1.200,server-01,login,failure,Failed login attempt
2026-01-01 08:33:32,alice,192.168.1.200,server-01,login,failure,Failed login attempt
2026-01-01 08:33:47,bob,192.168.1.200,server-01,login,failure,Failed login attempt
2026-01-01 08:33:38,bob,192.168.1.200,server-01,login,failure,Failed login attempt
2026-01-01 08:04:30,bob,192.168.1.200,server-01,login,failure,Failed login attempt
2026-01-01 08:19:22,charlie,192.168.1.200,server-01,login,failure,Failed login attempt
2026-01-01 08:09:22,charlie,192.168.1.200,server-01,login,failure,Failed login attempt
2026-01-01 08:07:50,charlie,192.168.1.200,server-01,login,failure,Failed login attempt
2026-01-01 08:53:47,david,192.168.1.200,server-01,login,failure,Failed login attempt
2026-01-01 08:59:24,david,192.168.1.200,server-01,login,failure,Failed login attempt
2026-01-01 08:50:10,david,192.168.1.200,server-01,login,failure,Failed login attempt
2026-01-01 08:14:33,eve,192.168.1.200,server-01,login,failure,Failed login attempt
2026-01-01 08:01:56,eve,192.168.1.200,server-01,login,failure,Failed login attempt
2026-01-01 08:57:40,eve,192.168.1.200,server-01,login,failure,Failed login attempt
