timestamp,username,source_ip,asset,action,status,event_message
2026-01-01 08:17:15,-,192.168.1.180,server-02,connection_attempt,blocked,Connection attempt on port 976
2026-01-01 09:37:05,-,192.168.1.180,server-02,connection_attempt,blocked,Connection attempt on port 436
2026-01-01 09:52:08,-,192.168.1.180,server-02,connection_attempt,blocked,Connection attempt on port 404
2026-01-01 08:31:21,-,192.168.1.180,server-02,connection_attempt,blocked,Connection attempt on port 25
2026-01-01 09:28:30,-,192.168.1.180,server-02,connection_attempt,blocked,Connection attempt on port 33
2026-01-01 08:36:11,-,192.168.1.180,server-02,connection_attempt,blocked,Connection attempt on port 984
2026-01-01 08:14:06,-,192.168.1.180,server-02,connection_attempt,blocked,Connection attempt on port 351
2026-01-01 09:10:08,-,192.168.1.180,server-02,connection_attempt,blocked,Connection attempt on port 1020
2026-01-01 08:09:46,-,192.168.1.180,server-02,connection_attempt,blocked,Connection attempt on port 606
2026-01-01 08:58:55,-,192.168.1.180,server-02,connection_attempt,blocked,Connection attempt on port 449
2026-01-01 09:19:19,-,192.168.1.180,server-02,connection_attempt,blocked,Connection attempt on port 787
2026-01-01 09:02:41,-,192.168.1.180,server-02,connection_attempt,blocked,Connection attempt on port 280
2026-01-01 09:37:57,-,192.168.1.180,server-02,connection_attempt,blocked,Connection attempt on port 416
2026-01-01 09:42:27,-,192.168.1.180,server-02,connection_attempt,blocked,Connection attempt on port 914
2026-01-01 09:07:17,-,192.168.1.180,server-02,connection_attempt,blocked,Connection attempt on port 741
2026-01-01 08:35:22,-,192.168.1.180,server-02,connection_attempt,blocked,Connection attempt on port 684
2026-01-01 09:30:40,-,192.168.1.180,server-02,connection_attempt,blocked,Connection attempt on port 691
2026-01-01 09:20:38,-,192.168.1.180,server-02,connection_attempt,blocked,Connection attempt on port 581
2026-01-01 09:05:29,-,192.168.1.180,server-02,connection_attempt,blocked,Connection attempt on port 68
2026-01-01 09:37:27,-,192.168.1.180,server-02,connection_attempt,blocked,Connection attempt on port 266
